skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
MATLAB, FPGA, R, Machine learning, Embedded software, Data science, AI, Python, Zigbee;ai, data science, machine learning;1;applied_ai;0.7;0.7;data science, machine learning, AI/ML, Python, predictive analytics, IoT data processing;1;dashboards, data science, debugging, machine learning, matlab, optimization, predictive analytics, python;cross-functional collaboration;bachelor;-;0;1;dashboards, data science, debugging, machine learning, matlab, optimization, predictive analytics, python;cross-functional collaboration;;;29;Software Engineer Freshers - EEE & EC;India;2862135.0;CRANES VARSITY PVT LTD;41;INR;ANNUAL;200000.0;400000.0;600000.0;4.0;2025-10-01T00:00:00;Full-time, Part-time, Contract, Internship, Temporary, Entry Level;;;;India;20.0;77.0;;Bengaluru, India;;;Unknown / Non-Applicable;Unknown;Company - Private;;Unknown;Software Engineer;Unknown;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;
Elasticsearch, Data structures, Test-driven development, MongoDB, Java, Microservices, AWS, Kafka, Service-oriented architecture, Communication skills, Python, Spring;;0;none;0.9;0.9;;0;aws, elasticsearch, java, kafka, microservices, mongodb, python, reporting, soa, spring, spring boot, tdd;communication, flexibility, ownership, problem solving, root cause analysis, troubleshooting;;-;4;1;aws, elasticsearch, java, kafka, microservices, mongodb, python, reporting, soa, spring, spring boot, tdd;communication, flexibility, ownership, problem solving, root cause analysis, troubleshooting;;;30;Software Engineer (Java);Pune;5931598.0;Victrix Systems & Labs Pvt. Ltd.;9;INR;ANNUAL;1500000.0;2500000.0;3500000.0;4.4;2025-10-03T00:00:00;Full-time;;Pune;Maharashtra;India;18.50419;73.85309;;Pune, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;Software Engineer;Unknown;1;1;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Cloud infrastructure, Azure, Kubernetes, AWS, Terraform, Continuous integration, Computer networking, Jenkins;;0;none;0.92;0.92;;0;aws, azure, ci/cd, cloud infrastructure, continuous integration, devops, gcp, grafana, hashicorp certified, jenkins, jira, kubernetes, microservices, multi-cloud, networking, prometheus, terraform;innovation, integrity, problem solving, reliability, self-starter;;-;2;1;aws, azure, ci/cd, cloud infrastructure, continuous integration, devops, gcp, grafana, hashicorp certified, jenkins, jira, kubernetes, microservices, multi-cloud, networking, prometheus, terraform;innovation, integrity, problem solving, reliability, self-starter;;;31;Software Engineer - SRE (India);Remote;5224863.0;Alkira;316;INR;ANNUAL;600000.0;900000.0;1200000.0;4.4;2025-09-30T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;;San Jose, United States;Software Development;Information Technology;Unknown / Non-Applicable;Unknown;Company - Private;;Unknown;DevOps & Cloud;J;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
Test-driven development, Java, Databases, OOP, Analysis skills;;0;none;0.9;0.9;;0;debugging, java, oop;analytical skills, innovation, problem solving, responsibility;bachelor;-;-;1;debugging, java, oop;analytical skills, innovation, problem solving, responsibility;;;32;Associate Software Engineer;Remote;968083.0;Cotiviti;48;INR;;;;;3.4;2025-09-26T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;Emad Rizk, M.D.;South Jordan, United States;Information Technology Support Services;Information Technology;$500 million to $1 billion (USD);5001 to 10000 Employees;Company - Private;1979.0;Unknown;Software Engineer;J;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Elasticsearch, Kubernetes, Git, Database administration, AWS, Docker, Terraform, Continuous integration, Scripting, GitHub, APIs, Agile, Jenkins, GitLab, Python, PowerShell;;0;none;0.85;0.85;DevOps, CI/CD, Terraform, CloudFormation, Prometheus, Grafana, ELK stack, ElasticSearch, Kibana;0;agile, api, aws, bash, ci/cd, cloudformation, cloudwatch, continuous integration, devops, docker, elasticsearch, elk stack, git, github, github actions, gitlab, gitlab ci, grafana, infrastructure as code, jenkins, kibana, kubernetes, measures, optimization, orchestration, powershell, prometheus, python, terraform, version control;reliability;;-;-;1;agile, api, aws, bash, ci/cd, cloudformation, cloudwatch, continuous integration, devops, docker, elasticsearch, elk stack, git, github, github actions, gitlab, gitlab ci, grafana, infrastructure as code, jenkins, kibana, kubernetes, measures, optimization, orchestration, powershell, prometheus, python, terraform, version control;reliability;;;33;DevOps Engineer;Remote;10776652.0;Codash Solutions;25;INR;MONTHLY;90000.0;95000.0;100000.0;-0.100000001;2025-09-18T00:00:00;Temporary;WORK_FROM_HOME;;;India;20.0;77.0;;Gurgaon, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;DevOps & Cloud;Unknown;1;1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;;
;;0;none;0.9;0.9;;0;https;;;-;-;1;https;;;;34;Software Developer;Remote;;Rasoi Software Infotech;16;INR;;;;;;2025-09-26T00:00:00;Full-time, Part-time, Contract, Internship, Temporary, Entry Level;WORK_FROM_HOME;;;India;20.0;77.0;;;;;;;;;Unknown;Software Developer;Unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
ASP.NET, React, Data structures, Microsoft SQL Server, .NET, OOP, AWS, JavaScript, REST, Software development, Agile, JSON, AI, TypeScript;ai;1;none;0.78;0.78;;1;agile, asp.net, aws, chatgpt, claude, dotnet, express, gemini, javascript, json, jwt, llm, oop, react, reporting, rest, scrum, software engineering, sql server, typescript;collaboration, communication, independent, innovation, mentoring, proactive, self-motivated, teamwork;;-;-;0;agile, asp.net, aws, chatgpt, claude, dotnet, express, gemini, javascript, json, jwt, llm, oop, react, reporting, rest, scrum, software engineering, sql server, typescript;collaboration, communication, independent, innovation, mentoring, proactive, self-motivated, teamwork;;;35;Software Engineer II;Pune;1348010.0;Xplor;17;INR;ANNUAL;1400000.0;2200000.0;3000000.0;3.3;2025-09-25T00:00:00;Full-time;;Pune;Maharashtra;India;18.50419;73.85309;Pamela Joseph;Atlanta, United States;Software Development;Information Technology;Unknown / Non-Applicable;1001 to 5000 Employees;Company - Private;1994.0;Unknown;Software Engineer;J;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;;
Tamil, SDLC;;0;none;0.95;0.95;;0;software engineering, statistics;cross-functional collaboration, flexibility, innovation, problem solving;;-;0;1;software engineering, statistics;cross-functional collaboration, flexibility, innovation, problem solving;;;36;Software Engineer;India;1256218.0;Brainvalley software pvt ltd;14;INR;MONTHLY;21010.75;39886.75;58762.75;4.1;2025-09-29T00:00:00;Full-time, Entry Level;;;;India;20.0;77.0;Shankar Prabhu;Chennai, India;Information Technology Support Services;Information Technology;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2011.0;Unknown;Software Engineer;J;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Management, Node.js, React, Information security, Team management, Product management, Agile, Customer support, GraphQL, Leadership, SDLC;;0;none;0.7;0.7;;0;agile, full stack, gcp, graphql, information security, node.js, react, rest, safe, scrum, software engineering, tdd;collaboration, flexibility, integrity, leadership, ownership, passion, people management, team management;bachelor;Bachelor's;-;1;agile, full stack, gcp, graphql, information security, node.js, react, rest, safe, scrum, software engineering, tdd;collaboration, flexibility, integrity, leadership, ownership, passion, people management, team management;;;37;Manager, Software Engineering;Remote;228598.0;Granicus India;18;INR;ANNUAL;5980000.0;5980000.0;5980000.0;2.8;2025-09-24T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;Mark Hynes;Denver, United States;Computer Hardware Development;Information Technology;$100 to $500 million (USD);1001 to 5000 Employees;Company - Private;1999.0;Unknown;Management;J;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;;
Jira, Oracle, Test automation, Selenium, Performance testing, Java, Databases, SQL, Analysis skills, Quality assurance, Scripting, APIs, Software testing, Agile, Communication skills, Banking, Python, SDLC;;0;none;0.9;0.9;;0;agile, api, api testing, continuous integration, java, jira, jmeter, manual testing, performance testing, postman, python, qa, rest, selenium, sql, test automation, test cases;analytical skills, collaboration, communication, problem solving;bachelor;Bachelor's;-;1;agile, api, api testing, continuous integration, java, jira, jmeter, manual testing, performance testing, postman, python, qa, rest, selenium, sql, test automation, test cases;analytical skills, collaboration, communication, problem solving;;;38;Software Test Engineer;India;5691279.0;Gramosoft Pvt Ltd,;3;INR;ANNUAL;266674.0;416674.0;566674.0;4.6;2025-10-10T00:00:00;Full-time;;;;India;20.0;77.0;;Chennai, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;QA & Testing;Unknown;1;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;;
Cloud architecture, Node.js, CSS, Internet of things, Git, AWS, Machine learning, PostgreSQL, SASS, Angular, Scrum, Agile, TypeScript, Python, HTML5;machine learning;1;none;0.85;0.85;;0;agile, angular, aws, backend development, ci/cd, cloud architecture, css, frontend development, full stack, git, html, infrastructure as code, jasmine, karma, machine learning, nest.js, node.js, postgresql, python, reporting, sass, scrum, sonarqube, typescript, version control;curiosity, independent, organization, ownership;;-;-;0;agile, angular, aws, backend development, ci/cd, cloud architecture, css, frontend development, full stack, git, html, infrastructure as code, jasmine, karma, machine learning, nest.js, node.js, postgresql, python, reporting, sass, scrum, sonarqube, typescript, version control;curiosity, independent, organization, ownership;;;39;Software Engineer;Bengaluru;3510.0;Siemens;4;INR;ANNUAL;550000.0;708423.0;912478.0;4.1;2025-10-08T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Roland Busch;Munich, Grenada;Electronics Manufacturing;Manufacturing;$10+ billion (USD);10000+ Employees;Company - Public;1847.0;Unknown;Software Engineer;C;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
Image processing, Analysis skills, SDKs;;0;none;0.78;0.78;;0;computer vision, full stack;analytical skills, collaboration, communication, ownership;;-;-;1;computer vision, full stack;analytical skills, collaboration, communication, ownership;;;40;Software Engineer- Intern;Bengaluru;5704727.0;100MS;54;INR;ANNUAL;250000.0;335000.0;420000.0;3.5;2025-09-19T00:00:00;Internship;;Bengaluru;Karnataka;India;12.96697;77.58728;;New Delhi, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;Software Engineer;Unknown;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Computer science, Data modeling, Data structures, Java, Databases, OOP, Agile, Linux, Design patterns;;0;none;0.9;0.9;;0;agile, data modeling, design patterns, java, linux, oop, optimization, unix;cross-functional collaboration, ownership;bachelor;-;1;1;agile, data modeling, design patterns, java, linux, oop, optimization, unix;cross-functional collaboration, ownership;;;41;Software Development Engineer (Backend Developer);Bengaluru;;Recruitment Hub;18;INR;ANNUAL;1500000.0;1750000.0;2000000.0;;2025-09-24T00:00:00;Full-time;WORK_FROM_HOME;Bengaluru;Karnataka;India;12.96697;77.58728;;;;;;;;;Unknown;Software Developer;Unknown;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;;
Operating systems, CSS, Kubernetes, XML, C#, English, .NET, SQL, OOP, WCF, Analysis skills, Docker, C, Scrum, Agile, Unit testing, Entity Framework, HTML5;;0;none;0.92;0.92;;0;agile, c#, css, docker, dotnet, html, kubernetes, oop, scrum, sql, unit testing, xml;analytical skills, communication, proactive;bachelor;-;3;1;agile, c#, css, docker, dotnet, html, kubernetes, oop, scrum, sql, unit testing, xml;analytical skills, communication, proactive;;;42;Software Engineer;India;;Zigger Hub Private Limited;13;INR;MONTHLY;50000.0;75000.0;100000.0;;2025-09-30T00:00:00;Full-time;;;;India;20.0;77.0;;;;;;;;;Unknown;Software Engineer;Unknown;1;0;1;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Power BI, CSS, React, Software deployment, DevOps, Content management systems, Test automation, Git, English, Tableau, AWS, Database management, Docker, Machine learning, JavaScript, PostgreSQL, Continuous integration, REST, Django, UX, APIs, Agile, UI, JSON, Data visualization, HubSpot, AI, Communication skills, Python, HTML5, MySQL, Analytics;ai, machine learning;1;applied_ai;0.9;0.9;AI/ML, machine learning, model deployment, model evaluation, ML models, Django REST framework, Python, React, Django, CI/CD, Docker, AWS;1;agile, api, aws, backend development, ci/cd, cloud services, continuous integration, css, dashboards, data governance, data pipelines, data visualization, devops, django, docker, ec2, frontend development, full stack, git, html, javascript, json, machine learning, model deployment, mysql, optimization, postgresql, power bi, python, rds, react, reporting, rest, software engineering, system integration, tableau, test automation, ui, ui/ux, ux, version control;coaching, collaboration, communication, flexibility, innovation, integrity, leadership;bachelor;Bachelor's;2;1;agile, api, aws, backend development, ci/cd, cloud services, continuous integration, css, dashboards, data governance, data pipelines, data visualization, devops, django, docker, ec2, frontend development, full stack, git, html, javascript, json, machine learning, model deployment, mysql, optimization, postgresql, power bi, python, rds, react, reporting, rest, software engineering, system integration, tableau, test automation, ui, ui/ux, ux, version control;coaching, collaboration, communication, flexibility, innovation, integrity, leadership;;;43;Full Stack Developer;Remote;;The Leadership Thread;96;INR;ANNUAL;3000000.0;4000000.0;5000000.0;;2025-10-08T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;;;;;;;;;Unknown;Software Developer;Unknown;1;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
Multilingual, Enterprise software, SAP, C#, .NET, SQL, Angular, Communication skills;;0;none;0.95;0.95;;0;angular, c#, dotnet, sql;communication, innovation, problem solving, responsibility, self-starter, teamwork;;-;0;1;angular, c#, dotnet, sql;communication, innovation, problem solving, responsibility, self-starter, teamwork;;;44;Software Engineer Intern;India;1732359.0;Rapidd Technologies;6;INR;MONTHLY;15000.0;27500.0;40000.0;3.5;2025-10-06T00:00:00;Full-time, Entry Level;;;;India;20.0;77.0;;Bengaluru, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;Software Engineer;Unknown;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;
Software deployment, Enterprise software, Java, Microservices, Analysis skills, Distributed systems, REST, Mentoring, APIs, Spring;;0;none;0.93;0.93;;0;api, caching, code review, computer vision, java, microservices, rest, safe, spring, spring boot;accountability, analytical skills, creativity, innovation, mentoring, organization, ownership, problem solving, teamwork;bachelor;Bachelor's;4;1;api, caching, code review, computer vision, java, microservices, rest, safe, spring, spring boot;accountability, analytical skills, creativity, innovation, mentoring, organization, ownership, problem solving, teamwork;;;45;Software Engineer - Java, Spring Boot and Microservices;Bengaluru;1138.0;Apple;0;INR;;;;;4.1;2025-10-12T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;Tim Cook;Cupertino, United States;Computer Hardware Development;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1976.0;Unknown;Software Engineer;J;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;
Information security, Agile;;0;none;0.6;0.6;;0;agile, data management, full stack, information security, safe, software engineering, storage, waterfall;innovation;;-;-;1;agile, data management, full stack, information security, safe, software engineering, storage, waterfall;innovation;;;46;Associate SOftware Engineer;Pune;6943496.0;Light & Wonder;13;INR;ANNUAL;652000.0;731191.0;820000.0;3.7;2025-09-30T00:00:00;Full-time;;Pune;Maharashtra;India;18.50419;73.85309;Matt Wilson;Las Vegas, United States;Gambling & Betting;Arts, entertainment and recreation;Unknown / Non-Applicable;5001 to 10000 Employees;Company - Public;;Unknown;Software Engineer;R;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;
Oracle, CSS, Software troubleshooting, Data structures, Java, SQL, OOP, Analysis skills, JavaScript, Software development, Front-end development, Unit testing, Communication skills, HTML5, MySQL, Identity & access management, SDLC;;0;none;0.95;0.95;;0;code quality, css, debugging, foundation, frontend development, html, iam, integration testing, java, javascript, mysql, oop, software engineering, sql, unit testing;analytical skills, communication, passion, problem solving, troubleshooting;bachelor;Bachelor's;0;1;code quality, css, debugging, foundation, frontend development, html, iam, integration testing, java, javascript, mysql, oop, software engineering, sql, unit testing;analytical skills, communication, passion, problem solving, troubleshooting;;;47;Entry Level Software Engineer;Hyderābād;;Eshiam;34;INR;;;;;;2025-10-08T00:00:00;;;Hyderābād;Telangana;India;17.41141;78.48478;;;;;;;;;Unknown;Software Engineer;Unknown;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;;
